--------------------------------------------------
-- Xero Detailed Dump Output (Sequential)
--------------------------------------------------
-- Game: ⚔️Build to Defend Loot
-- PlaceId: 96280251181127
-- JobId: c5acaac8-4187-4d97-876d-1c8c0430751f
-- Time: 2026-09-13 23:06:55
--------------------------------------------------
-- [Service]: Workspace
Workspace [Workspace] -- [Model] | FullPath: Workspace | Props: {PrimaryPart=None, ChildrenCount=25} | Attrs: {KM_IVF_GLOBAL_SAFE=0, 0, 0, KM_IVF_Y_AXIS_P=240, KM_IVF_X_AXIS_N=0, KM_IVF_Z_AXIS_P=0, KM_IVF_Z_AXIS_N=0, KM_IVF_Y_AXIS_N=-6, KM_IVF_X_AXIS_P=0}
 Camera [Camera] -- [Camera] | FullPath: Workspace.Camera | Attrs: {SHAKE_OFFSET=0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, SHAKE_SIZE=0}
  AudioListener [AudioListener] -- [AudioListener] | FullPath: Workspace.Camera.AudioListener
   Wire [Wire] -- [Wire] | FullPath: Workspace.Camera.AudioListener.Wire
  Folder [Folder] -- [Folder] | FullPath: Workspace.Camera.Folder
 CollectCoin [Sound] -- [Sound] | FullPath: Workspace.CollectCoin
 Gameplay [Folder] -- [Folder] | FullPath: Workspace.Gameplay
  ConveyorDestroyer [Part] -- [Part] | FullPath: Workspace.Gameplay.ConveyorDestroyer | Props: {Position=(-30.50, 0.50, 253.50), Size=(18.00, 16.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PlacedItemBillboard.Root.Outer.NameLabel.UIStroke
      RarityLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PlacedItemBillboard.Root.Outer.RarityLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.2)}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PlacedItemBillboard.Root.Outer.RarityLabel.UIStroke
      CostLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PlacedItemBillboard.Root.Outer.CostLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
      RateLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PlacedItemBillboard.Root.Outer.RateLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.28, -3.33, -233.12), Size=(1.80, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -6.00, -232.00), Size=(5.50, 1.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -4.00, -232.00), Size=(6.50, 3.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -2.00, -232.00), Size=(5.50, 1.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -1.25, -232.00), Size=(4.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -0.75, -232.00), Size=(2.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.73, -4.00, -231.66), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.27, -4.00, -232.34), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.28, -2.20, -232.00), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.28, -4.00, -231.78), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.28, -5.80, -232.00), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.27, -4.00, -231.55), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.72, -2.20, -232.00), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.72, -4.00, -232.22), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.72, -4.90, -233.12), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.72, -5.80, -232.00), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.73, -4.00, -232.45), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -6.75, -232.00), Size=(4.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.28, -4.90, -230.88), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-175.72, -3.33, -230.88), Size=(1.80, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Part | Props: {Position=(-176.00, -7.25, -232.00), Size=(2.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Main | Props: {Position=(-176.00, -4.00, -232.00), Size=(7.00, 7.00, 1.00), Anchored=true, CanCollide=true, Material=Plastic, Transparency=1.00, Reflectance=0}
    ParticleEmitter [ParticleEmitter] -- [ParticleEmitter] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.Main.ParticleEmitter | Props: {Rate=5, Speed=0.0, Enabled=true}
   PromptAnchor [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PromptAnchor | Props: {Position=(-176.00, -7.00, -232.00), Size=(1.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22142.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Steal Silver Coin', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=0.784314, 0.235294, 0.235294, PromptType=NPC}
  COMMON_SILVERCOIN_placed_11307551304_22141 [Model] -- [Model] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141 | Props: {PrimaryPart=Main, ChildrenCount=24} | Attrs: {BuildableId=COMMON_SILVERCOIN, PlacedId=placed_11307551304_22141, Rarity=COMMON, PlacedAt=1789314732, BuildableType=VALUABLE, OwnerId=11307551304}
   PlacedItemBillboard [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard
    Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
     Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
      UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.UICorner
      UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.UIPadding
      UIListLayout [UIListLayout] -- [UIListLayout] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.UIListLayout
      NameLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.NameLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.5)}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.NameLabel.UIStroke
      RarityLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.RarityLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.2)}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.RarityLabel.UIStroke
      CostLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.CostLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
      RateLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PlacedItemBillboard.Root.Outer.RateLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.16, -3.33, -248.80), Size=(1.80, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -6.00, -248.00), Size=(5.50, 1.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -4.00, -248.00), Size=(6.50, 3.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -2.00, -248.00), Size=(5.50, 1.00, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -1.25, -248.00), Size=(4.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -0.75, -248.00), Size=(2.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.16, -4.00, -247.60), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.84, -4.00, -248.40), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.14, -2.20, -248.24), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.33, -4.00, -248.13), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.14, -5.80, -248.24), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.53, -4.00, -248.01), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.86, -2.20, -247.76), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.67, -4.00, -247.87), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-172.89, -4.90, -248.32), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.86, -5.80, -247.76), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-173.47, -4.00, -247.99), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -6.75, -248.00), Size=(4.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-175.11, -4.90, -247.68), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.84, -3.33, -247.20), Size=(1.80, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Part | Props: {Position=(-174.00, -7.25, -248.00), Size=(2.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Main [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Main | Props: {Position=(-174.00, -4.00, -248.00), Size=(7.00, 7.00, 1.00), Anchored=true, CanCollide=true, Material=Plastic, Transparency=1.00, Reflectance=0}
    ParticleEmitter [ParticleEmitter] -- [ParticleEmitter] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.Main.ParticleEmitter | Props: {Rate=5, Speed=0.0, Enabled=true}
   PromptAnchor [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PromptAnchor | Props: {Position=(-174.00, -7.00, -248.00), Size=(1.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    ProximityPrompt [ProximityPrompt] -- [ProximityPrompt] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22141.PromptAnchor.ProximityPrompt | Props: {ObjectText='', ActionText='Steal Silver Coin', HoldDuration=0.0} | Attrs: {PromptUIOffset=0, 0, PromptColor=0.784314, 0.235294, 0.235294, PromptType=NPC}
  COMMON_SILVERCOIN_placed_11307551304_22140 [Model] -- [Model] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140 | Props: {PrimaryPart=Main, ChildrenCount=24} | Attrs: {BuildableId=COMMON_SILVERCOIN, PlacedId=placed_11307551304_22140, Rarity=COMMON, PlacedAt=1789314732, BuildableType=VALUABLE, OwnerId=11307551304}
   PlacedItemBillboard [BillboardGui] -- [BillboardGui] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard
    Root [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
     Outer [Frame] -- [Frame] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer | Props: {Visible=true, AbsoluteSize=(0.0, 0.0)}
      UICorner [UICorner] -- [UICorner] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.UICorner
      UIPadding [UIPadding] -- [UIPadding] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.UIPadding
      UIListLayout [UIListLayout] -- [UIListLayout] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.UIListLayout
      NameLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.NameLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.5)}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.NameLabel.UIStroke
      RarityLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.RarityLabel | Props: {Visible=true, AbsoluteSize=(20.0, 3.2)}
       UIStroke [UIStroke] -- [UIStroke] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.RarityLabel.UIStroke
      CostLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.CostLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
      RateLabel [TextLabel] -- [TextLabel] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.PlacedItemBillboard.Root.Outer.RateLabel | Props: {Visible=true, AbsoluteSize=(20.0, 2.4)}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.33, -4.00, -248.13), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.14, -5.80, -248.24), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.53, -4.00, -248.01), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-167.86, -2.20, -247.76), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-167.67, -4.00, -247.87), Size=(2.25, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-166.89, -4.90, -248.32), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-167.86, -5.80, -247.76), Size=(2.70, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-167.47, -4.00, -247.99), Size=(4.95, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.00, -6.75, -248.00), Size=(4.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-169.11, -4.90, -247.68), Size=(1.35, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.84, -3.33, -247.20), Size=(1.80, 0.45, 0.09), Anchored=true, CanCollide=false, Material=SmoothPlastic, Transparency=0.00, Reflectance=0} | Attrs: {Color2=false}
   Part [Part] -- [Part] | FullPath: Workspace.PlacedItems.COMMON_SILVERCOIN_placed_11307551304_22140.Part | Props: {Position=(-168.00, -7.25, -248.00), Size=(2.50, 0.50, 0.50), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0.30000001192092896} | Attrs: {Color1=false}
